ORIGIN_AIRPORT,DEPARTURE_DELAY
ORIGIN_AIRPORT,Airline statistics
ORIGIN_AIRPORT,area
ORIGIN_AIRPORT,date
ORIGIN_AIRPORT,state
ORIGIN_AIRPORT,geography
DEPARTURE_DELAY,population density.
DEPARTURE_DELAY,area
DEPARTURE_DELAY,temperatures
population density.,ORIGIN_AIRPORT
population density.,DEPARTURE_DELAY
population density.,Airline statistics
population density.,area
population density.,date
population density.,temperatures
population density.,state
population density.,geography
Airline statistics,ORIGIN_AIRPORT
Airline statistics,DEPARTURE_DELAY
Airline statistics,population density.
Airline statistics,area
Airline statistics,date
Airline statistics,temperatures
Airline statistics,state
Airline statistics,geography
area,ORIGIN_AIRPORT
area,DEPARTURE_DELAY
area,population density.
area,Airline statistics
area,date
area,temperatures
area,state
area,geography
date,ORIGIN_AIRPORT
date,DEPARTURE_DELAY
date,population density.
date,Airline statistics
date,area
date,temperatures
temperatures,ORIGIN_AIRPORT
temperatures,DEPARTURE_DELAY
temperatures,population density.
temperatures,Airline statistics
temperatures,area
temperatures,date
temperatures,state
temperatures,geography
state,ORIGIN_AIRPORT
state,DEPARTURE_DELAY
state,population density.
state,Airline statistics
state,area
state,date
state,temperatures
state,geography
geography,ORIGIN_AIRPORT
geography,DEPARTURE_DELAY
geography,population density.
geography,Airline statistics
geography,area
geography,date
geography,temperatures
geography,state
